,J_CT3,J_CT6,J_CT5,J2a_15,J1_70,J1_40,J1_50,J1_51,J1_60,J1_61,J2c_12,J2c_14,Jb_53,J2c_11,J2c_13,J2a_20,J2a_30,J2a_33,J2a_23,J2a_41,J_CT1,J_CT2,J1_11,J1_30,J2b_21,J2b_40,J2b_30,J2b_31,J2b_50,J2b_41,J2c_10,J_CT4,J2b_10,J1_10,J1_20,J2a_31,J2a_32,J2a_21,J2a_22,J1-CLin,J2a_40,J1-MPA,J1_33,J1_31,RWtank_Top,J1_34,J2a_10,J2a_12,J2a_13,J2a_14,ER2_Top,ER1_Top,J2b_11,J2b_12,J2b_14,J2b_Leak,J2b_15,J2b_20,J2b_51,J2b_52,J2a_11,J1_32,SWaT,PUB,T1,T2,T0
1800,0.25436908,0.25436908,0.25436908,1.844468,6.0089355,1.2581011,1.1999567,6.0709567,1.2581011,6.0089355,0.25436908,0.054369077,0.034369078,0.25436908,0.25436908,0.4109829,0.19391361,1.5343691,1.5343691,1.5343691,0.25436908,0.25436908,0.9994378,0.83943784,0.3621231,1.6621231,1.6621231,1.754369,0.45436907,1.754369,0.25436908,0.25436908,0.95436907,9.2,4.04,0.19391361,1.354369,0.2212881,1.5212882,1.5794379,1.5343691,1.5794379,1.5794379,1.5794379,-0.5705622,1.3278733,6.6546683,2.987013,2.06929,1.8909829,-0.58400214,-0.4287119,1.5343691,0.83436906,0.83436906,0.83436906,0.12436908,1.442123,1.5343691,1.5343691,2.9428449,1.5794379,7.6293944e-08,3.8146972e-08,0.3212881,0.15436907,0.49943784
1860,0.2686714,0.2686714,0.2686714,1.8587704,5.997664,1.2468297,1.1886852,6.059685,1.2468297,5.997664,0.2686714,0.068671405,0.048671402,0.2686714,0.2686714,0.4252851,0.20821594,1.5486714,1.5486714,1.5486714,0.2686714,0.2686714,0.98816645,0.8281664,0.3756733,1.6756732,1.6756732,1.7686714,0.4686714,1.7686714,0.2686714,0.2686714,0.9686714,9.2,4.04,0.20821594,1.3686714,0.2212881,1.5212882,1.5681664,1.5486714,1.5681664,1.5681664,1.5681664,-0.58183354,1.316602,6.6433973,3.001315,2.0835922,1.9052851,-0.56969994,-0.4287119,1.5486714,0.8486714,0.8486714,0.8486714,0.1386714,1.4556733,1.5486714,1.5486714,2.957147,1.5681664,7.6293944e-08,3.8146972e-08,0.3212881,0.1686714,0.48816642
1920,0.2829736,0.2829736,0.2829736,1.8730725,5.9863935,1.2355584,1.177414,6.0484138,1.2355584,5.9863935,0.2829736,0.082973585,0.06297358,0.2829736,0.2829736,0.43958727,0.22251812,1.5629736,1.5629736,1.5629736,0.2829736,0.2829736,0.97689515,0.8168952,0.35948098,1.6594809,1.6594809,1.7829735,0.48297358,1.7829735,0.2829736,0.2829736,0.9829736,9.2,4.04,0.22251812,1.3829736,0.2212881,1.5212882,1.5568951,1.5629736,1.5568951,1.5568951,1.5568951,-0.59310484,1.3053308,6.632126,3.0156171,2.0978942,1.9195873,-0.55539775,-0.4287119,1.5629736,0.8629736,0.8629736,0.8629736,0.15297358,1.439481,1.5629736,1.5629736,2.971449,1.5568951,7.6293944e-08,3.8146972e-08,0.3212881,0.18297358,0.47689518
1980,0.29727575,0.29727575,0.29727575,1.8873745,5.975122,1.2242872,1.1661426,6.0371428,1.2242872,5.975122,0.29727575,0.097275764,0.07727576,0.29727575,0.29727575,0.45388946,0.2368203,1.5772758,1.5772758,1.5772758,0.29727575,0.29727575,0.9656238,0.80562377,0.3949842,1.6949842,1.6949842,1.7972758,0.49727577,1.7972758,0.29727575,0.29727575,0.99727577,9.2,4.04,0.2368203,1.3972758,0.2212881,1.5212882,1.5456238,1.5772758,1.5456238,1.5456238,1.5456238,-0.60437626,1.2940593,6.6208544,3.0299191,2.1121964,1.9338895,-0.5410956,-0.4287119,1.5772758,0.87727576,0.87727576,0.87727576,0.16727576,1.4749842,1.5772758,1.5772758,2.985751,1.5456238,7.6293944e-08,3.8146972e-08,0.3212881,0.19727576,0.46562377
2040,0.31157795,0.31157795,0.31157795,1.9016767,5.9638505,1.2130157,1.1548713,6.0258713,1.2130157,5.9638505,0.31157795,0.11157794,0.09157794,0.31157795,0.31157795,0.4681915,0.25112233,1.5915779,1.5915779,1.5915779,0.31157795,0.31157795,0.9543524,0.79435235,0.41632387,1.7163239,1.7163239,1.8115779,0.51157796,1.8115779,0.31157795,0.31157795,1.011578,9.2,4.04,0.25112233,1.4115779,0.2212881,1.5212882,1.5343524,1.5915779,1.5343524,1.5343524,1.5343524,-0.6156476,1.282788,6.609583,3.0442212,2.1264985,1.9481915,-0.5267934,-0.4287119,1.5915779,0.89157796,0.89157796,0.89157796,0.18157794,1.4963238,1.5915779,1.5915779,3.000053,1.5343524,7.6293944e-08,3.8146972e-08,0.3212881,0.21157794,0.45435238
2100,0.3258801,0.3258801,0.3258801,1.9159789,5.952579,1.2017444,1.1435999,6.0146,1.2017444,5.952579,0.3258801,0.12588012,0.10588012,0.3258801,0.3258801,0.48249367,0.26542452,1.6058801,1.6058801,1.6058801,0.3258801,0.3258801,0.9430811,0.7830811,0.3978827,1.6978827,1.6978827,1.8258802,0.5258801,1.8258802,0.3258801,0.3258801,1.0258801,9.2,4.04,0.26542452,1.4258801,0.2212881,1.5212882,1.5230811,1.6058801,1.5230811,1.5230811,1.5230811,-0.6269189,1.2715167,6.598312,3.0585234,2.1408007,1.9624937,-0.5124912,-0.4287119,1.6058801,0.9058801,0.9058801,0.9058801,0.19588012,1.4778827,1.6058801,1.6058801,3.014355,1.5230811,7.6293944e-08,3.8146972e-08,0.3212881,0.22588012,0.4430811
2160,0.3401823,0.3401823,0.3401823,1.9302809,5.9413075,1.1904731,1.1323286,6.0033283,1.1904731,5.9413075,0.3401823,0.1401823,0.1201823,0.3401823,0.3401823,0.49679586,0.27972668,1.6201823,1.6201823,1.6201823,0.3401823,0.3401823,0.9318097,0.7718097,0.43544874,1.7354487,1.7354487,1.8401823,0.5401823,1.8401823,0.3401823,0.3401823,1.0401824,9.2,4.04,0.27972668,1.4401823,0.2212881,1.5212882,1.5118097,1.6201823,1.5118097,1.5118097,1.5118097,-0.6381903,1.2602454,6.587041,3.0728254,2.1551027,1.9767958,-0.49818906,-0.4287119,1.6201823,0.9201823,0.9201823,0.9201823,0.2101823,1.5154487,1.6201823,1.6201823,3.028657,1.5118097,7.6293944e-08,3.8146972e-08,0.3212881,0.2401823,0.4318097
2220,0.35448447,0.35448447,0.35448447,1.9445829,5.930036,1.1792016,1.1210573,5.992057,1.1792016,5.930036,0.35448447,0.15448448,0.13448448,0.35448447,0.35448447,0.5110977,0.29402858,1.6344845,1.6344845,1.6344845,0.35448447,0.35448447,0.9205383,0.7605383,0.49998882,1.7999889,1.7999889,1.8544844,0.5544845,1.8544844,0.35448447,0.35448447,1.0544845,9.2,4.04,0.29402858,1.4544845,0.2212881,1.5212882,1.5005383,1.6344845,1.5005383,1.5005383,1.5005383,-0.6494617,1.248974,6.5757694,3.0871272,2.1694045,1.9910977,-0.48388687,-0.4287119,1.6344845,0.9344845,0.9344845,0.9344845,0.22448447,1.5799888,1.6344845,1.6344845,3.042959,1.5005383,7.6293944e-08,3.8146972e-08,0.3212881,0.25448447,0.4205383
2280,0.36878666,0.36878666,0.36878666,1.9588853,5.918765,1.1679304,1.109786,5.9807863,1.1679304,5.918765,0.36878666,0.16878666,0.14878666,0.36878666,0.36878666,0.5254002,0.30833104,1.6487867,1.6487867,1.6487867,0.36878666,0.36878666,0.909267,0.74926704,0.4705245,1.7705245,1.7705245,1.8687867,0.5687867,1.8687867,0.36878666,0.36878666,1.0687866,9.2,4.04,0.30833104,1.4687867,0.2212881,1.5212882,1.489267,1.6487867,1.489267,1.489267,1.489267,-0.660733,1.2377026,6.564498,3.1014297,2.183707,2.0054002,-0.4695847,-0.4287119,1.6487867,0.9487867,0.9487867,0.9487867,0.23878665,1.5505245,1.6487867,1.6487867,3.0572615,1.489267,7.6293944e-08,3.8146972e-08,0.3212881,0.26878667,0.40926704
2340,0.38308883,0.38308883,0.38308883,1.9731873,5.907494,1.156659,1.0985146,5.969515,1.156659,5.907494,0.38308883,0.18308884,0.16308884,0.38308883,0.38308883,0.53970224,0.3226331,1.6630888,1.6630888,1.6630888,0.38308883,0.38308883,0.89799565,0.7379956,0.45662737,1.7566273,1.7566273,1.8830888,0.5830888,1.8830888,0.38308883,0.38308883,1.0830889,9.2,4.04,0.3226331,1.4830889,0.2212881,1.5212882,1.4779956,1.6630888,1.4779956,1.4779956,1.4779956,-0.67200434,1.2264314,6.5532265,3.1157317,2.198009,2.0197022,-0.4552825,-0.4287119,1.6630888,0.9630888,0.9630888,0.9630888,0.25308883,1.5366274,1.6630888,1.6630888,3.071563,1.4779956,7.6293944e-08,3.8146972e-08,0.3212881,0.28308883,0.39799562
2400,0.39739102,0.39739102,0.39739102,1.9874896,5.8962226,1.1453878,1.0872433,5.9582434,1.1453878,5.8962226,0.39739102,0.19739102,0.17739102,0.39739102,0.39739102,0.55400425,0.33693525,1.677391,1.677391,1.677391,0.39739102,0.39739102,0.88672423,0.7267242,0.4959741,1.7959741,1.7959741,1.897391,0.597391,1.897391,0.39739102,0.39739102,1.097391,9.2,4.04,0.33693525,1.497391,0.2212881,1.5212882,1.4667243,1.677391,1.4667243,1.4667243,1.4667243,-0.68327576,1.2151599,6.541955,3.1300337,2.2123113,2.0340042,-0.44098035,-0.4287119,1.677391,0.977391,0.977391,0.977391,0.26739103,1.5759741,1.677391,1.677391,3.0858655,1.4667243,7.6293944e-08,3.8146972e-08,0.3212881,0.29739103,0.38672423
2460,0.4116932,0.4116932,0.4116932,2.001792,5.884951,1.1341163,1.075972,5.946972,1.1341163,5.884951,0.4116932,0.2116932,0.1916932,0.4116932,0.4116932,0.5683066,0.3512376,1.6916932,1.6916932,1.6916932,0.4116932,0.4116932,0.87545294,0.71545297,0.50454056,1.8045406,1.8045406,1.9116932,0.6116932,1.9116932,0.4116932,0.4116932,1.1116931,9.2,4.04,0.3512376,1.5116932,0.2212881,1.5212882,1.4554529,1.6916932,1.4554529,1.4554529,1.4554529,-0.69454706,1.2038887,6.5306835,3.144336,2.2266135,2.0483067,-0.42667815,-0.4287119,1.6916932,0.9916932,0.9916932,0.9916932,0.2816932,1.5845406,1.6916932,1.6916932,3.1001675,1.4554529,7.6293944e-08,3.8146972e-08,0.3212881,0.3116932,0.37545297
2520,0.42599538,0.42599538,0.42599538,2.0160935,5.8736796,1.122845,1.0647006,5.9357004,1.122845,5.8736796,0.42599538,0.22599538,0.20599538,0.42599538,0.42599538,0.5826085,0.36553946,1.7059953,1.7059953,1.7059953,0.42599538,0.42599538,0.8641816,0.70418155,0.447624,1.747624,1.747624,1.9259953,0.6259954,1.9259953,0.42599538,0.42599538,1.1259954,9.2,4.04,0.36553946,1.5259954,0.2212881,1.5212882,1.4441816,1.7059953,1.4441816,1.4441816,1.4441816,-0.7058184,1.1926173,6.519413,3.1586378,2.2409153,2.0626085,-0.412376,-0.4287119,1.7059953,1.0059954,1.0059954,1.0059954,0.29599538,1.527624,1.7059953,1.7059953,3.1144693,1.4441816,7.6293944e-08,3.8146972e-08,0.3212881,0.3259954,0.36418155
2580,0.44029754,0.44029754,0.44029754,2.030396,5.8624086,1.1115737,1.0534294,5.924429,1.1115737,5.8624086,0.44029754,0.24029756,0.22029756,0.44029754,0.44029754,0.59691066,0.37984166,1.7202976,1.7202976,1.7202976,0.44029754,0.44029754,0.85291016,0.69291013,0.57269996,1.8727,1.8727,1.9402976,0.64029753,1.9402976,0.44029754,0.44029754,1.1402975,9.2,4.04,0.37984166,1.5402975,0.2212881,1.5212882,1.4329102,1.7202976,1.4329102,1.4329102,1.4329102,-0.71708983,1.181346,6.5081415,3.1729398,2.2552176,2.0769107,-0.3980738,-0.4287119,1.7202976,1.0202975,1.0202975,1.0202975,0.31029755,1.6527,1.7202976,1.7202976,3.1287715,1.4329102,7.6293944e-08,3.8146972e-08,0.3212881,0.34029755,0.35291016
2640,0.45459974,0.45459974,0.45459974,2.044698,5.851137,1.1003025,1.042158,5.9131575,1.1003025,5.851137,0.45459974,0.25459972,0.23459974,0.45459974,0.45459974,0.61121285,0.39414382,1.7345997,1.7345997,1.7345997,0.45459974,0.45459974,0.8416389,0.6816389,0.55182546,1.8518255,1.8518255,1.9545997,0.6545997,1.9545997,0.45459974,0.45459974,1.1545998,9.2,4.04,0.39414382,1.5545998,0.2212881,1.5212882,1.4216388,1.7345997,1.4216388,1.4216388,1.4216388,-0.7283611,1.1700746,6.49687,3.187242,2.2695196,2.0912127,-0.38377163,-0.4287119,1.7345997,1.0345998,1.0345998,1.0345998,0.32459974,1.6318254,1.7345997,1.7345997,3.1430736,1.4216388,7.6293944e-08,3.8146972e-08,0.3212881,0.35459974,0.3416389
2700,0.46008226,0.46008226,0.46008226,1.4285172,0.64851725,1.3673183,1.3673183,0.64291775,1.3673183,0.64291775,0.46008226,0.26008224,0.24008225,0.46008226,0.46008226,-0.051482745,-0.051482745,1.7400823,1.7400823,1.7400823,0.46008226,0.46008226,0.83731824,0.6773182,0.47076023,1.7707602,1.7707602,1.9600823,0.6600822,1.9600823,0.46008226,0.46008226,1.1600822,9.2,4.04,0.26008224,1.5600822,0.2212881,1.5212882,1.4173182,1.7400823,1.4173182,1.4173182,1.4173182,-0.73268175,1.3673183,1.3485173,1.6485173,1.4285172,1.4285172,-0.38991776,-0.4287119,1.7400823,1.0400822,1.0400822,1.0400822,0.33008224,1.5507603,1.7400823,1.7400823,1.3485173,1.4173182,7.6293944e-08,3.8146972e-08,0.3212881,0.36008224,0.33731824
2760,0.46008226,0.46008226,0.46008226,1.481588,0.701588,1.3673185,1.3673185,0.6694532,1.3673185,0.6694532,0.46008226,0.26008224,0.24008225,0.46008226,0.46008226,0.0015879974,0.0015879974,1.7400823,1.7400823,1.7400823,0.46008226,0.46008226,0.83731854,0.6773185,0.41805893,1.718059,1.718059,1.9600823,0.6600822,1.9600823,0.46008226,0.46008226,1.1600822,9.2,4.04,0.26008224,1.5600822,0.2212881,1.5212882,1.4173185,1.7400823,1.4173185,1.4173185,1.4173185,-0.73268145,1.3673185,1.401588,1.701588,1.481588,1.481588,-0.38991776,-0.4287119,1.7400823,1.0400822,1.0400822,1.0400822,0.33008224,1.4980589,1.7400823,1.7400823,1.401588,1.4173185,7.6293944e-08,3.8146972e-08,0.3212881,0.36008224,0.3373185
2820,0.4600821,0.4600821,0.4600821,1.5625684,0.7825684,1.3673186,1.3673186,0.7099435,1.3673186,0.7099435,0.4600821,0.2600821,0.2400821,0.4600821,0.4600821,0.08256838,0.08256838,1.7400821,1.7400821,1.7400821,0.4600821,0.4600821,0.83731866,0.6773187,0.65589285,1.9558928,1.9558928,1.960082,0.6600821,1.960082,0.4600821,0.4600821,1.1600821,9.2,4.04,0.2600821,1.5600821,0.2212881,1.5212882,1.4173187,1.7400821,1.4173187,1.4173187,1.4173187,-0.73268133,1.3673186,1.4825684,1.7825683,1.5625684,1.5625684,-0.3899179,-0.4287119,1.7400821,1.0400821,1.0400821,1.0400821,0.3300821,1.7358928,1.7400821,1.7400821,1.4825684,1.4173187,7.6293944e-08,3.8146972e-08,0.3212881,0.3600821,0.33731866
2880,0.4532388,0.4532388,0.4520698,1.5394129,0.7594128,1.3673189,1.3673189,0.6983658,1.3673189,0.6983658,0.4532388,0.25323877,0.23323877,0.4533123,0.4532388,0.05941281,0.05941281,1.7395501,1.7391702,1.738209,0.45224872,0.4520698,0.83731884,0.6773188,0.5327339,1.8327339,1.8327339,1.9532387,0.6532388,1.9532387,0.4534177,0.45224872,1.158209,9.2,4.04,0.2600821,1.5595502,0.2212881,1.5212882,1.4173188,1.7386459,1.4173188,1.4173188,1.4173188,-0.7326812,1.3673189,1.4594128,1.7594128,1.5394129,1.5394129,-0.3899179,-0.4287119,1.7354351,1.035192,1.0343561,1.0349071,0.32406357,1.612734,1.7332388,1.7332388,1.4594128,1.4173188,7.6293944e-08,3.8146972e-08,0.3212881,0.3600821,0.3373188
2940,0.45027283,0.45027283,0.44945353,1.5353719,0.7553719,1.3673191,1.3673191,0.69634545,1.3673191,0.69634545,0.45027283,0.2502728,0.23027281,0.45032457,0.45027283,0.055371925,0.055371925,1.7346972,1.7344308,1.733757,0.44957897,0.44945353,0.8373191,0.6773191,0.5488264,1.8488264,1.8488264,1.9502728,0.65027285,1.9502728,0.45039824,0.44957897,1.1537571,9.2,4.04,0.25507006,1.5546973,0.2212881,1.5212882,1.417319,1.7340633,1.417319,1.417319,1.417319,-0.7326809,1.3673191,1.455372,1.7553719,1.5353719,1.5353719,-0.39492995,-0.4287119,1.7318127,1.0316422,1.0310562,1.0314424,0.32085112,1.6288264,1.7302728,1.7302728,1.455372,1.417319,7.6293944e-08,3.8146972e-08,0.3212881,0.35507005,0.3373191
3000,0.44668683,0.44668683,0.4459616,1.4501046,0.6701046,1.3673192,1.3673192,0.653712,1.3673192,0.653712,0.44668683,0.24668685,0.22668685,0.44673264,0.44668683,-0.0298954,-0.0298954,1.7306029,1.7303672,1.7297707,0.44607264,0.4459616,0.83731925,0.6773192,0.64543515,1.9454352,1.9454352,1.9466869,0.64668685,1.9466869,0.44679788,0.44607264,1.1497706,9.2,4.04,0.25093296,1.5506029,0.2212881,1.5212882,1.4173193,1.7300417,1.4173193,1.4173193,1.4173193,-0.73268074,1.3673192,1.3701046,1.6701046,1.4501046,1.4501046,-0.39906704,-0.4287119,1.7280498,1.0278988,1.0273802,1.027722,0.31719872,1.7254351,1.7266868,1.7266868,1.3701046,1.4173193,7.6293944e-08,3.8146972e-08,0.3212881,0.35093296,0.33731925
3060,0.4428923,0.4428923,0.44218057,1.5411849,0.76118493,1.3673193,1.3673193,0.69925225,1.3673193,0.69925225,0.4428923,0.24289231,0.22289231,0.44293723,0.4428923,0.061184943,0.061184943,1.7267357,1.7265043,1.7259189,0.4422896,0.44218057,0.8373194,0.6773194,0.54168946,1.8416895,1.8416895,1.9428923,0.6428923,1.9428923,0.4430013,0.4422896,1.1459188,9.2,4.04,0.2470595,1.5467356,0.2212881,1.5212882,1.4173194,1.726185,1.4173194,1.4173194,1.4173194,-0.7326806,1.3673193,1.461185,1.7611849,1.5411849,1.5411849,-0.4029405,-0.4287119,1.7242299,1.0240818,1.0235728,1.0239083,0.3133946,1.6216894,1.7228923,1.7228923,1.461185,1.4173194,7.6293944e-08,3.8146972e-08,0.3212881,0.3470595,0.3373194
3120,0.43910867,0.43910867,0.43840566,1.674204,0.894204,1.3673197,1.3673197,0.894204,1.3673197,0.894204,0.43910867,0.23910867,0.21910867,0.43915302,0.43910867,0.194204,0.194204,1.7229053,1.7226766,1.7220985,0.43851322,0.43840566,0.8373197,0.6773197,0.503287,1.803287,1.803287,1.9391087,0.63910866,1.9391087,0.43921638,0.43851322,1.1420984,9.2,4.04,0.24322528,1.5429052,0.2212881,1.5212882,1.4173197,1.7223612,1.4173197,1.4173197,1.4173197,-0.7326803,1.3673197,1.594204,1.894204,1.674204,1.674204,-0.40677473,-0.4287119,1.72043,1.0202837,1.0197809,1.0201123,0.30960485,1.583287,1.7191087,1.7191087,1.594204,1.4173197,7.6293944e-08,3.8146972e-08,0.3212881,0.34322527,0.33731967
3180,0.43532416,0.43532416,0.43462524,1.4472462,0.6672462,1.3673198,1.3673198,0.6672462,1.3673198,0.6672462,0.43532416,0.23532416,0.21532416,0.4353682,0.43532416,-0.032753803,-0.032753803,1.7190981,1.7188709,1.718296,0.4347322,0.43462524,0.83731985,0.6773198,0.47101864,1.7710186,1.7710186,1.9353242,0.6353242,1.9353242,0.43543112,0.4347322,1.1382961,9.2,4.04,0.23941621,1.539098,0.2212881,1.5212882,1.4173198,1.7185574,1.4173198,1.4173198,1.4173198,-0.7326802,1.3673198,1.3672462,1.6672462,1.4472462,1.4472462,-0.4105838,-0.4287119,1.7166375,1.0164921,1.0159923,1.0163217,0.3058173,1.5510186,1.7153242,1.7153242,1.3672462,1.4173198,7.6293944e-08,3.8146972e-08,0.3212881,0.3394162,0.33731982
3240,0.43157715,0.43157715,0.43088666,1.4302272,0.6502272,1.36732,1.36732,0.6502272,1.36732,0.6502272,0.43157715,0.23157716,0.21157716,0.43162063,0.43157715,-0.04977282,-0.04977282,1.7153051,1.7150807,1.7145128,0.43099245,0.43088666,0.83731997,0.67731994,0.5309404,1.8309404,1.8309404,1.9315772,0.63157713,1.9315772,0.43168283,0.43099245,1.1345129,9.2,4.04,0.23561935,1.5353051,0.2212881,1.5212882,1.41732,1.714771,1.41732,1.41732,1.41732,-0.73268,1.36732,1.3502272,1.6502272,1.4302272,1.4302272,-0.41438064,-0.4287119,1.7128744,1.0127308,1.0122372,1.0125625,0.30206433,1.6109405,1.7115772,1.7115772,1.3502272,1.41732,7.6293944e-08,3.8146972e-08,0.3212881,0.33561936,0.33731997
3300,0.42780414,0.42780414,0.42711347,1.4537299,0.67372984,1.3673203,1.3673203,0.67372984,1.3673203,0.67372984,0.42780414,0.22780412,0.20780413,0.4278476,0.42780414,-0.026270187,-0.026270187,1.7115333,1.7113087,1.7107407,0.42721915,0.42711347,0.83732027,0.67732024,0.5273661,1.8273661,1.8273661,1.9278041,0.62780416,1.9278041,0.4279098,0.42721915,1.1307408,9.2,4.04,0.2318475,1.5315332,0.2212881,1.5212882,1.4173203,1.7109989,1.4173203,1.4173203,1.4173203,-0.7326797,1.3673203,1.3737298,1.6737298,1.4537299,1.4537299,-0.4181525,-0.4287119,1.7091019,1.0089582,1.0084642,1.0087898,0.29829144,1.6073661,1.7078041,1.7078041,1.3737298,1.4173203,7.6293944e-08,3.8146972e-08,0.3212881,0.3318475,0.33732027
3360,0.42408067,0.42408067,0.42339844,1.4431826,0.6631826,1.3673204,1.3673204,0.6631826,1.3673204,0.6631826,0.42408067,0.22408067,0.20408067,0.42412367,0.42408067,-0.03681736,-0.03681736,1.7077646,1.7075428,1.7069818,0.42350295,0.42339844,0.8373204,0.6773204,0.5238273,1.8238274,1.8238274,1.9240806,0.62408066,1.9240806,0.42418516,0.42350295,1.1269819,9.2,4.04,0.22807504,1.5277646,0.2212881,1.5212882,1.4173204,1.7072369,1.4173204,1.4173204,1.4173204,-0.7326796,1.3673204,1.3631827,1.6631826,1.4431826,1.4431826,-0.42192495,-0.4287119,1.7053628,1.0052209,1.004733,1.0050546,0.2945622,1.6038274,1.7040807,1.7040807,1.3631827,1.4173204,7.6293944e-08,3.8146972e-08,0.3212881,0.32807505,0.33732042
3420,0.42032713,0.42032713,0.41964388,1.5875372,0.8075372,1.3673205,1.3673205,0.8075372,1.3673205,0.8075372,0.42032713,0.22032712,0.20032711,0.42037013,0.42032713,0.1075372,0.1075372,1.7040166,1.7037944,1.7032324,0.41974837,0.41964388,0.83732057,0.67732054,0.5202725,1.8202724,1.8202724,1.9203271,0.6203271,1.9203271,0.4204316,0.41974837,1.1232325,9.2,4.04,0.22432746,1.5240166,0.2212881,1.5212882,1.4173206,1.703488,1.4173206,1.4173206,1.4173206,-0.7326794,1.3673205,1.5075372,1.8075372,1.5875372,1.5875372,-0.42567253,-0.4287119,1.701611,1.0014689,1.0009803,1.0013024,0.2908092,1.6002724,1.7003272,1.7003272,1.5075372,1.4173206,7.6293944e-08,3.8146972e-08,0.3212881,0.32432747,0.33732057
3480,0.41658172,0.41658172,0.4158995,1.6352451,0.85524505,1.3673209,1.3673209,0.85524505,1.3673209,0.85524505,0.41658172,0.2165817,0.1965817,0.41662472,0.41658172,0.15524504,0.15524504,1.7002662,1.7000444,1.6994833,0.41600382,0.4158995,0.83732086,0.67732084,0.51672286,1.8167229,1.8167229,1.9165817,0.6165817,1.9165817,0.4166862,0.41600382,1.1194832,9.2,4.04,0.22057681,1.5202662,0.2212881,1.5212882,1.4173208,1.6997384,1.4173208,1.4173208,1.4173208,-0.7326791,1.3673209,1.555245,1.855245,1.6352451,1.6352451,-0.42942318,-0.4287119,1.697864,0.997722,0.99723417,0.9975558,0.28706336,1.5967228,1.6965817,1.6965817,1.555245,1.4173208,7.6293944e-08,3.8146972e-08,0.3212881,0.32057682,0.33732083
3540,0.41283396,0.41283396,0.41215175,1.4550688,0.67506886,1.367321,1.367321,0.67506886,1.367321,0.67506886,0.41283396,0.21283397,0.19283397,0.412877,0.41283396,-0.024931168,-0.024931168,1.6965183,1.6962966,1.6957353,0.41225624,0.41215175,0.837321,0.677321,0.51317203,1.813172,1.813172,1.9128339,0.612834,1.9128339,0.41293848,0.41225624,1.1157354,9.2,4.04,0.21682878,1.5165184,0.2212881,1.5212882,1.417321,1.6959904,1.417321,1.417321,1.417321,-0.732679,1.367321,1.3750688,1.6750689,1.4550688,1.4550688,-0.4331712,-0.4287119,1.6941164,0.9939743,0.9934864,0.9938079,0.28331548,1.5931721,1.692834,1.692834,1.3750688,1.417321,7.6293944e-08,3.8146972e-08,0.3212881,0.3168288,0.33732098
3600,0.40908623,0.40908623,0.40840387,1.4712845,0.69128454,1.3673211,1.3673211,0.69128454,1.3673211,0.69128454,0.40908623,0.20908624,0.18908623,0.40912926,0.40908623,-0.008715443,-0.008715443,1.6927705,1.6925486,1.6919875,0.40850836,0.40840387,0.83732116,0.67732114,0.5096212,1.8096212,1.8096212,1.9090862,0.6090862,1.9090862,0.4091906,0.40850836,1.1119875,9.2,4.04,0.21308105,1.5127704,0.2212881,1.5212882,1.4173211,1.6922426,1.4173211,1.4173211,1.4173211,-0.7326789,1.3673211,1.3912846,1.6912845,1.4712845,1.4712845,-0.43691894,-0.4287119,1.6903684,0.99022645,0.9897385,0.99006003,0.27956775,1.5896212,1.6890862,1.6890862,1.3912846,1.4173211,7.6293944e-08,3.8146972e-08,0.3212881,0.31308106,0.33732113
3660,0.40534997,0.40534997,0.4046698,1.4663063,0.68630636,1.3673214,1.3673214,0.68630636,1.3673214,0.68630636,0.40534997,0.20534998,0.18534999,0.40539286,0.40534997,-0.013693628,-0.013693628,1.6890236,1.6888024,1.6882428,0.40477386,0.4046698,0.8373214,0.67732143,0.50607884,1.8060789,1.8060789,1.90535,0.60534996,1.90535,0.4054542,0.40477386,1.1082429,9.2,4.04,0.20933317,1.5090235,0.2212881,1.5212882,1.4173214,1.6884972,1.4173214,1.4173214,1.4173214,-0.7326786,1.3673214,1.3863064,1.6863064,1.4663063,1.4663063,-0.44066682,-0.4287119,1.6866286,0.986487,0.98600036,0.98632115,0.27583018,1.5860789,1.68535,1.68535,1.3863064,1.4173214,7.6293944e-08,3.8146972e-08,0.3212881,0.30933318,0.33732143
3720,0.40164134,0.40164134,0.40096667,1.6327444,0.85274446,1.3673216,1.3673216,0.85274446,1.3673216,0.85274446,0.40164134,0.20164134,0.18164134,0.40168378,0.40164134,0.15274447,0.15274447,1.6852841,1.6850648,1.6845101,0.40107,0.40096667,0.8373216,0.67732155,0.5025576,1.8025576,1.8025576,1.9016414,0.60164136,1.9016414,0.40174454,0.40107,1.1045101,9.2,4.04,0.20559125,1.5052842,0.2212881,1.5212882,1.4173216,1.6847622,1.4173216,1.4173216,1.4173216,-0.7326784,1.3673216,1.5527445,1.8527445,1.6327444,1.6327444,-0.44440874,-0.4287119,1.6829091,0.9827687,0.9822862,0.9826042,0.27211747,1.5825576,1.6816413,1.6816413,1.5527445,1.4173216,7.6293944e-08,3.8146972e-08,0.3212881,0.30559126,0.33732158
